_id,node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note,zip,zip_five,state,lat,long,state_full
121156,10118911,reading capital group sa,reading capital group sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,581606.0,10nov2006,05may2009,30apr2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
121178,10118932,nella holdings group ltd,nella holdings group ltd,,bvi,british virgin islands,,fortune international realtt 18660 collins avenue 107 sunny isles beach florida 33160 usa,573176.0,15sep2005,05may2009,30apr2009,,defaulted,mossack fonseca,676524,usa,united states,panama papers,the panama papers data is current through 2015,,33160 ,33160,florida,27.994402,-81.760254,florida
121281,10155478,mazter holdings ltd,mazter holdings ltd,,bvi,british virgin islands,,801 brickell avenue  suite 2500 miami florida 33131,6040982.0,24jul2014,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33131,33131,florida,27.994402,-81.760254,florida
121848,10119750,faulkton sa,faulkton sa,,pma,panama,,gonzalez  rodriguez pl 999 ponce de leon blvd  penthouse 1135 coral gables florida 33134 usa,57932.0,05feb1993,08mar2014,15jul2012,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
121978,10156340,fidu assets corp,fidu assets corp,,bvi,british virgin islands,,oppenheimer  co inc 2601 s bayshore drive  suite 1850 miami florida 33133,6038542.0,19dec2013,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33133,33133,florida,27.994402,-81.760254,florida
122046,10119819,penbro investments sa,penbro investments sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,575360.0,03jan2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
122060,10119831,kurdish canadian international distribution ltd,kurdish canadian international distribution ltd,,bvi,british virgin islands,,baker donelson bearman caldwell  berkowitz pc 555 11th street nw 6th floor washington dc 20004 usa,580103.0,11aug2006,02may2008,30apr2008,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,20004 ,20004,washington,47.751076,-120.740135,washington
122249,10120018,ronell services limited,ronell services limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,572556.0,10aug2005,25oct2010,30apr2011,,changed agent,mossack fonseca,671386,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
122253,10156599,macaravan sa,macaravan sa,,bvi,british virgin islands,,banco de sabadell sa one biscayne tower 2 south biscayne blvd  suite 3301 miami florida 33131,6037860.0,04nov2013,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33131,33131,florida,27.994402,-81.760254,florida
122402,10120184,teletec international holdings sa,teletec international holdings sa,,bvi,british virgin islands,,luxoftibs attn glen granovsky 225 west 34th street suite 1706 new york new york 10122 usa si,576967.0,14mar2006,17jun2008,31oct2008,,dissolved,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10122 ,10122,new york,43.0,-75.0,new york
122403,10120185,drew realty capital inc,drew realty capital inc,,bvi,british virgin islands,,drew realty capital inc banco espaol de credito banesto 730 fifth avenue 7th floor new york ny 10019 united states of america si,584907.0,23feb2007,02nov2009,31oct2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10019 ,10019,new york,43.0,-75.0,new york
122612,10120404,telmet international holdings ltd,telmet international holdings ltd,,bvi,british virgin islands,,citigroup private bank 201 south biscayne boulevard suite 3300 miami florida 33131 usa,575355.0,03jan2006,01nov2011,31oct2011,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
122638,10156876,northwood finance group limited,northwood finance group limited,,bvi,british virgin islands,,flavio bianchi 251 crandon blvd  apt 3227 key biscayne florida 33149,6037330.0,11sep2013,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33149,33149,florida,27.994402,-81.760254,florida
122767,10120550,stockton properties limited,stockton properties limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,574867.0,06dec2005,06may2014,30apr2014,,defaulted,mossack fonseca,687783,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
122788,10120571,lansbury management ltd,lansbury management ltd,,bvi,british virgin islands,,oppenheimer  co inc 2601 s bayshore drive  suite 1850 miami florida 33133,572052.0,23apr2004,,,,active,mossack fonseca,593230,usa,united states,panama papers,the panama papers data is current through 2015,,33133,33133,florida,27.994402,-81.760254,florida
122830,10120611,vezer promotion ltd,vezer promotion ltd,,bvi,british virgin islands,,wachovia securities llc 200 south biscayne boulevard  suite 3200 miami florida 331312364 usa,576761.0,07mar2006,13may2008,31oct2008,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,331312364,33131,florida,27.994402,-81.760254,florida
123060,10120954,orion 1234 sa,orion 1234 sa,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,580636.0,19oct2006,03may2010,30apr2010,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
123075,10120860,cavmont limited,cavmont limited,,bvi,british virgin islands,,douglas montgomery experfill systems llc 8455 n 90th street suites 6 7 scottsdale usa arizona 85258,573798.0,29jan1991,,,,active,mossack fonseca,40011,usa,united states,panama papers,the panama papers data is current through 2015,,85258,85258,arizona,34.048927,-111.093735,arizona
123107,10120891,westminster caspian ltd,westminster caspian ltd exmaria development investment limited maria development investment limited,maria development investment limited maria development investment limited,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,569847.0,14apr2005,02nov2009,31oct2009,,defaulted,mossack fonseca,651546,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
123354,10121147,southeast integration inc,southeast integration inc,,bvi,british virgin islands,,ibsluxoft po box 1122 hewitt nj 07421 new jersey usa,576745.0,07mar2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,07421,07421,new jersey,39.833851,-74.871826,new jersey
123434,10121219,dote adventicia group inc,dote adventicia group inc,,pma,panama,,arthur berkoski po box 16 west end north carolina 27376 united states,58478.0,07jun2006,22nov2011,15jul2012,,changed agent,mossack fonseca,73,usa,united states,panama papers,the panama papers data is current through 2015,,27376 ,27376,north carolina,35.782169,-80.793457,north carolina
123499,10121633,winstar development ltd,winstar development ltd,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,587697.0,07jun2007,06nov2008,31oct2008,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
123531,10121315,batra investment inc,batra investment inc,,pma,panama,,gonzalez  rodriguez pl 999 ponce de leon blvd  penthouse 1135 coral gables florida 33134 usa,58443.0,03sep2003,,,,active,mossack fonseca,10,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
123681,10121487,olcatipa worldwide limited,olcatipa worldwide limited,,bvi,british virgin islands,,co merrill lynch attn alberto de solo 8840 sw 136th street miami florida 33176 usa,576056.0,25jan2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33176 ,33176,florida,27.994402,-81.760254,florida
123794,10157700,jupiter afc 8 corp,jupiter afc 8 corp,,pma,panama,,qproducts llc 715 pinellas calle clearwater florida 33756 eeuu floridausa usa,64663.0,21mar2012,16jul2012,15jul2014,,changed agent,mossack fonseca,6,usa,united states,panama papers,the panama papers data is current through 2015,,33756,33756,florida,27.994402,-81.760254,florida
123919,10121737,val advisors sa,val advisors sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,577727.0,19apr2006,06nov2015,31oct2015,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
124111,10121919,milton capital property sa,milton capital property sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,582118.0,10nov2006,05may2009,30apr2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
124233,10157994,captiva united ltd,captiva united ltd,,bvi,british virgin islands,,gonzalez  rodriguez pl 999 ponce de leon blvd  penthouse 1135 coral gables florida 33134 usa,6039168.0,27feb2014,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
124428,10122237,rosland investments securities limited,rosland investments securities limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,581762.0,27oct2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
124436,10122251,cadence dr ltd,cadence dr ltd pixley richards ltd,pixley richards ltd,bvi,british virgin islands,,cadence inc 9 technology drive richmond 24401 virginia usa,577098.0,20mar2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,24401,24401,virginia,37.926868,-78.024902,virginia
124622,10122419,aladdin properties ltd,aladdin properties ltd,,bvi,british virgin islands,,aladdin properties ltd banco espaol de credito banesto 730 fifth avenue 7th floor new york ny 10019 united states of america si,586232.0,20apr2007,04aug2014,31oct2014,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10019 ,10019,new york,43.0,-75.0,new york
124673,10122474,longview holdings group ltd,longview holdings group ltd,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,584683.0,15feb2007,01nov2012,31oct2012,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
124746,10122565,ft technology inc,ft technology inc,,bvi,british virgin islands,,ibsluxoft po box 1122 hewitt nj 07421 new jersey usa,577920.0,28apr2006,09apr2014,31oct2014,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,07421,07421,new jersey,39.833851,-74.871826,new jersey
124781,10122659,yumbo international s de rl,yumbo international s de rl,,pma,panama,,santander private banking 45 east 53rd street ny 10022 new york usa,57988.0,29jun2010,16jul2013,15jul2012,,defaulted,mossack fonseca,67,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
124996,10122813,brooks group limited,brooks group limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,574837.0,02dec2005,30jan2009,30apr2009,,inactivated,mossack fonseca,687493,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
125035,10122856,murley industries limited,murley industries limited,,bvi,british virgin islands,,richard charbit po box 1480 new york new york 10021,583183.0,02jan2007,06nov2015,31oct2015,,resigned as agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
125097,10122988,roark investment holdings inc,roark investment holdings inc,,bvi,british virgin islands,,julian altamirano 444 brickell avenue  suite 51770 miami florida 331312492,586962.0,18may2007,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,331312492,33131,florida,27.994402,-81.760254,florida
125500,10123351,norstar estates ltd,norstar estates ltd,,bvi,british virgin islands,,norstar estates ltd banco espaol de credito banesto 730 fifth avenue 7th floor new york ny 10019 united states of america si,588664.0,23jul2007,03may2010,30apr2010,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10019 ,10019,new york,43.0,-75.0,new york
125565,10123414,darma trading limited,darma trading limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,579219.0,04jul2006,21aug2008,30apr2010,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
125615,10123459,roner enterprises sa,roner enterprises sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,579221.0,04jul2006,06may2014,30apr2014,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
125941,10123826,liftco international limited,liftco international limited,,bvi,british virgin islands,,danielle smith american overseas management  administration corporation 700 eleventh street south ph2 naples florida 341026777 usa,585679.0,30mar2007,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,341026777,34102,florida,27.994402,-81.760254,florida
126112,10124015,keswick capital group sa,keswick capital group sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,582119.0,10nov2006,05may2009,30apr2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
126119,10124023,neptune energy inc,neptune energy inc,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,581442.0,16oct2006,04may2015,30apr2015,,resigned as agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
126240,10124151,preston investment properties sa,preston investment properties sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,582121.0,10nov2006,01may2012,30apr2012,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
126335,10124255,nedor international limited,nedor international limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,581510.0,17oct2006,05may2009,30apr2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
126655,10124672,kerryhill management sa,kerryhill management sa,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,587524.0,08jun2007,01nov2013,31oct2013,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
126701,10124606,quotidian technologies inc,quotidian technologies inc,,pma,panama,,gonzalez  rodriguez pl 999 ponce de leon blvd  penthouse 1135 coral gables florida 33134 usa,58444.0,27may2005,,,,active,mossack fonseca,85,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
127013,10124926,jlm trading ltd,jlm trading ltd,,bvi,british virgin islands,,gonzalez  rodriguez pl 999 ponce de leon blvd  penthouse 1135 coral gables florida 33134 usa,589980.0,26sep2007,05may2009,30apr2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
127277,10125179,lolitas worldwide limited,lolitas worldwide limited,,bvi,british virgin islands,,merill lynch global private client group 355 alhambra circle  penthouse coral gables florida 33134,576681.0,03mar2006,09nov2010,31oct2010,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134,33134,florida,27.994402,-81.760254,florida
127282,10125188,vajamara company sa,vajamara company sa,,pma,panama,,santander private banking 45 east 53rd street ny 10022 new york usa,58263.0,29apr2010,16jul2013,15jul2013,,defaulted,mossack fonseca,54,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
127362,10125263,landslide international corporation,landslide international corporation,,bvi,british virgin islands,,wachovia securities llc 200 south biscayne boulevard  suite 3200 miami florida 331312364 usa,582757.0,08dec2006,05may2009,30apr2009,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,331312364,33131,florida,27.994402,-81.760254,florida
127386,10125285,ald capital group sa,ald capital group sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,578656.0,07jun2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
127488,10125392,suzin international inc,suzin international inc,,bvi,british virgin islands,,andreas esberg  company llp 909 third avenue suite 2802 28th floor new york 10022 usa,580361.0,29aug2006,06jan2015,30apr2016,,dissolved,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
127520,10125426,arko terminal ltd,arko terminal ltd,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,581473.0,17oct2006,01may2012,30apr2012,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
127576,10125492,signet guarantee and acceptance society inc,signet guarantee and acceptance society inc,,bvi,british virgin islands,,julius shea klein  cpa 152 ninth avenue new york ny 10011 new york united states of america,580674.0,07feb2003,09nov2010,31oct2010,,defaulted,mossack fonseca,532865,usa,united states,panama papers,the panama papers data is current through 2015,,10011 ,10011,new york,43.0,-75.0,new york
127821,10125825,modus operandi holdings sa,modus operandi holdings sa,,pma,panama,,arthur berkoski po box 16 west end north carolina 27376 united states,58477.0,07jun2006,22nov2011,15jul2012,,changed agent,mossack fonseca,1,usa,united states,panama papers,the panama papers data is current through 2015,,27376 ,27376,north carolina,35.782169,-80.793457,north carolina
127857,10160066,isvagu holding sa,isvagu holding sa,,pma,panama,,ivan jose fernandez v 1245 south powerline road234 pompano beach florida 33069 floridausa usa,61693.0,16jun2008,16jul2013,15jul2013,,defaulted,mossack fonseca,96,usa,united states,panama papers,the panama papers data is current through 2015,,33069 ,33069,florida,27.994402,-81.760254,florida
127887,10125838,defensor civitatis investments inc,defensor civitatis investments inc,,pma,panama,,arthur berkoski po box 16 west end north carolina 27376 united states,58479.0,07jun2006,16nov2011,15jul2012,,changed agent,mossack fonseca,83,usa,united states,panama papers,the panama papers data is current through 2015,,27376 ,27376,north carolina,35.782169,-80.793457,north carolina
128157,10126135,northwest distribution inc,northwest distribution inc,,bvi,british virgin islands,,ibsluxoft po box 1122 hewitt nj 07421 new jersey usa,576744.0,07mar2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,07421,07421,new jersey,39.833851,-74.871826,new jersey
128161,10126139,noble investment services ltd,noble investment services ltd,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,582120.0,10nov2006,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
128245,10126229,reydale consult two sa,reydale consult two sa,,bvi,british virgin islands,,richard charbit po box 1480 new york new york 10021,582760.0,05dec2006,07jan2015,30apr2016,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
128267,10126251,verdemonte ltd,verdemonte ltd,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,582833.0,08dec2006,02may2013,30apr2013,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
128310,10126292,arco services management sa,arco services management sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,583178.0,02jan2007,06nov2015,31oct2015,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
128483,10126460,migninas investments corp,migninas investments corp,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,581504.0,17oct2006,12nov2012,30apr2011,,resigned as agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
128497,10126700,hakim company limited,hakim company limited,,bvi,british virgin islands,,luciana r haddad hakim 2665 south bayshore drive suite 435 coconut grove florida 33133 usa,585810.0,16jun2008,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33133 ,33133,florida,27.994402,-81.760254,florida
128630,10126618,capital energy sa,capital energy sa,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,580863.0,09oct2006,12nov2012,30apr2013,,dissolved,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
128833,10160639,morea estates limited,morea estates limited,,bvi,british virgin islands,,flavio bianchi 251 crandon blvd  apt 3227 key biscayne florida 33149,6040516.0,22may2014,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33149,33149,florida,27.994402,-81.760254,florida
129093,10127088,gaelica corporation,gaelica corporation,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,584636.0,26feb2007,01nov2013,31oct2013,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
129174,10127176,edisford development sa,edisford development sa,,bvi,british virgin islands,,edisford development sa banco espaol de credito banesto 730 fifth avenue 7th floor new york ny 10019 united states of america si,591071.0,12nov2007,03may2010,30apr2010,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10019 ,10019,new york,43.0,-75.0,new york
129227,10127231,sant pax sa,sant pax sa,,pma,panama,,bruno e ramos 200 cape florida drive miami florida 33149,58228.0,26apr2010,,,,active,mossack fonseca,9,usa,united states,panama papers,the panama papers data is current through 2015,,33149,33149,florida,27.994402,-81.760254,florida
129756,10127799,starone holdings ltd,starone holdings ltd,,bvi,british virgin islands,,carlos a marin esq marin eljaiek  lopez pl 2601 s bayshore drive suite 700 coconut grove florida 33133,597177.0,10jul2008,03may2011,30apr2011,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33133,33133,florida,27.994402,-81.760254,florida
130119,10128172,techwood international group corp,techwood international group corp,,bvi,british virgin islands,,richard charbit po box 1480 new york new york 10021,584658.0,14feb2007,06nov2015,31oct2015,,resigned as agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
130130,10128183,valencia technology sa,valencia technology sa,,bvi,british virgin islands,,richard charbit po box 1480 new york new york 10021,584669.0,14feb2007,04mar2015,31oct2015,,resigned as agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
130140,10128191,seda financial holdings limited,seda financial holdings limited,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,588042.0,04jul2007,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
130152,10128212,canraf enterprises ltd,canraf enterprises ltd,,bvi,british virgin islands,,co merrill lynch attn alberto de solo 8840 sw 136th street miami florida 33176 usa,596176.0,17jun2008,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33176 ,33176,florida,27.994402,-81.760254,florida
130222,10128279,ods companies holdings ltd ods international ltd,ods companies holdings ltd ods international ltd exbjg group ltd,bjg group ltd,bvi,british virgin islands,,ods international ltd exbjg group ltd 25206 sutherland springs lane katy texas 77494,583981.0,22jan2007,06nov2014,31oct2014,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,77494,77494,texas,31.0,-100.0,texas
130713,10128784,mcube petroleum ltd,mcube petroleum ltd,,bvi,british virgin islands,,anderson law firm pllc 1119 pacific avenue suite 1305 tacoma washington 98402 united states of america,585375.0,16mar2007,01nov2013,31oct2008,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,98402 ,98402,washington,47.751076,-120.740135,washington
130761,10128826,ayaranxan limited,ayaranxan limited,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,581443.0,13oct2006,06may2014,30apr2014,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
130846,10128910,luxoft eastern europe ltd,luxoft eastern europe ltd,,bvi,british virgin islands,,ibsluxoft po box 1122 hewitt nj 07421 new jersey usa,586374.0,25apr2007,27apr2011,31oct2011,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,07421,07421,new jersey,39.833851,-74.871826,new jersey
131033,10129086,fial securities market inc,fial securities market inc,,bvi,british virgin islands,,asael t sorensen summit trustees pllc 2319 foothill drive suite 160 salt lake city utah 84109 usa,581760.0,27oct2006,02jun2009,30apr2010,,changed agent,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,84109 ,84109,utah,39.41922,-111.950684,utah
131059,10129123,samalva properties ltd,samalva properties ltd,,bvi,british virgin islands,,standard chartered bank international americas limited 1111 brickell avenue 16th floor miami 33131 florida usa,587663.0,12jul2007,03may2011,30apr2011,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33131,33131,florida,27.994402,-81.760254,florida
131209,10129278,tekhnoproekt sa,tekhnoproekt sa,,bvi,british virgin islands,,almonte  associates law firm pc 119 washington ave ste 101 albany new york 12210 albany usa,584929.0,14mar2007,01nov2011,31oct2011,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,12210 ,12210,washington,47.751076,-120.740135,washington
131507,10129588,rommack consultants ltd,rommack consultants ltd,,bvi,british virgin islands,,citigroup private bank 201 south biscayne boulevard suite 3300 miami florida 33131 usa,592315.0,02jan2008,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
131835,10130034,daystone properties inc,daystone properties inc,,bvi,british virgin islands,,santander private banking 45 east 53rd street ny 10022 new york usa,587523.0,08jun2007,01nov2011,31oct2011,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
131882,10129993,olivest inc,olivest inc,,bvi,british virgin islands,,merill lynch global private client group 355 alhambra circle  penthouse coral gables florida 33134,586132.0,19jul2007,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134,33134,florida,27.994402,-81.760254,florida
131951,10130061,sunrise equities corp,sunrise equities corp,,bvi,british virgin islands,,troncoso y caceres eps a126 po box 025522 miami florida 331025522 united states,594507.0,20mar2008,,,,active,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,331025522,33102,florida,27.994402,-81.760254,florida
132044,10130163,pacific rose investments inc,pacific rose investments inc,,bvi,british virgin islands,,merill lynch global private client group 355 alhambra circle  penthouse coral gables florida 33134,586945.0,22may2007,01nov2011,31oct2011,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134,33134,florida,27.994402,-81.760254,florida
132256,10130385,challenge property finance company inc,challenge property finance company inc,,pma,panama,,ms gretchen m umbeck p o box 271825 houston texas 772771825 u s a,5929.0,30may1984,06jun1991,30aug1985,,inactivated,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,772771825,77277,texas,31.0,-100.0,texas
