_id,node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note
626634,209023,"ORC Alliance, Corp.",,,XXX,Undetermined,Standard Company under IBC Act,G.S.L. Law & Consulting SHIPPING ADDRESS: Russian Federation Billing/Invoice address ONLY: 29A Anna Komnini Street P.O. Box 22303 1520 Nicosia Cyprus,,27-OCT-2000,,,,Active,Commonwealth Trust Limited,414201,VGB;RUS,British Virgin Islands;Russia,Offshore Leaks,The Offshore Leaks data is current through 2010,
613002,176263,"UNITED PROFIT TECHNOLOGY CO., LTD.",,,SAM,Samoa,Standard International Company,Equity Chambers P.O. Box 3269 Apia SAMOA,,01-NOV-2007,,,,Active,Portcullis Trustnet,35024/07,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
661779,209037,Balfour Assets Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,Roche & Duffay UI. Petrovka 15/13 Building 1 Moscow 107031 Russian Federation RT BVI,,17-AUG-2000,,,01-MAY-2002,Dead,Commonwealth Trust Limited,401988,RUS;XXX,Russia;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
661781,209041,China International Trade Group Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"Lindfield International Limited Suite 901B, Kinwick Centre 32 Hollywood Road, Central Hong Kong RT BVI",,02-JUL-1996,,,01-MAY-2006,Dead,Commonwealth Trust Limited,189977,XXX;HKG,Not identified;Hong Kong,Offshore Leaks,The Offshore Leaks data is current through 2010,
613004,176278,STRATOS INVESTMENTS LTD,,,SAM,Samoa,Standard International Company,,,16-NOV-2007,,,,Active,Portcullis Trustnet,35228/07,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
577478,143520,STAR MASTER INTERNATIONAL LIMITED,,,BVI,British Virgin Islands,Standard International Company,,,10-APR-2002,,,,Transferred Out,Portcullis Trustnet,490907,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
572679,143524,STAR MASTER INVESTMENTS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,10-APR-2002,,,,Active,Portcullis Trustnet,490909,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
581661,143527,Golden Idea Bio-Technology Development Limited,,,BVI,British Virgin Islands,Standard International Company,,,28-NOV-1996,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,207709,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
624705,209083,"Wonder International Holdings, Ltd.",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,23-AUG-2000,,,01-MAY-2002,Dead,Commonwealth Trust Limited,402598,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
661788,209089,Main Concern Investments Inc.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,14-SEP-2000,,,01-MAY-2003,Dead,Commonwealth Trust Limited,406586,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
624751,209090,Bco Luso (Asia) Limited,,,XXX,Undetermined,Standard Company under IBC Act,Panocean Secretarial Services Limited Room 1708 Kai Tak Commercial Building 317-321 Des Voeux Road C Hong Kong RT BVI,,14-SEP-2000,,,01-MAY-2002,Dead,Commonwealth Trust Limited,406577,XXX;HKG,Not identified;Hong Kong,Offshore Leaks,The Offshore Leaks data is current through 2010,
637537,209110,Willesden Investments Limited,,,XXX,Undetermined,Standard Company under IBC Act,"Tim Chang, Esq. Wasserman, Comden & Casselman, LLP 801 South Garfield Avenue, Suite 328 Alhambra, California 91801 USA",,24-JUL-1996,,,01-MAY-2003,Dead,Commonwealth Trust Limited,193478,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
633625,209120,"Key To Success, Ltd.",,,XXX,Undetermined,Standard Company under IBC Act,"Sala & Gomez, P.A. Attorneys at Law 260 Crandon Blvd., Suite 14 Key Biscayne, Florida 33149",,21-JAN-2000,,,,Active,Commonwealth Trust Limited,365229,VGB;USA,British Virgin Islands;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
626641,209123,Atlantic-Pacific Global Investments Corp.,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,24-APR-1996,,,,Dead,Commonwealth Trust Limited,,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
624755,209130,"Whitcrest, Ltd.",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,08-NOV-1999,,,01-MAY-2005,Dead,Commonwealth Trust Limited,351591,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
661796,209140,Pinecliffe Holdings Limited,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,08-DEC-1999,,,,Dead,Commonwealth Trust Limited,356025,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
581467,143614,AUTOMATED FABRICATION SYSTEMS CORPORATION,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-NOV-2002,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,521217,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
572695,143615,XIAOTUNG LIMITED,,,BVI,British Virgin Islands,Standard International Company,,,07-NOV-2003,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,567014,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
626642,209153,Rattan Development Limited,,,XXX,Undetermined,Standard Company under IBC Act,"Asia One Corporate Services Ltd. Room 2007, Kwai Lun House Siu Lun Court, Tuen Mun NT Hong Kong RT BVI",,05-JAN-2000,,,,Active,Commonwealth Trust Limited,361000,HKG;VGB,Hong Kong;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
623272,209185,Pacific Chemical Holdings Limited,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,10-APR-1996,,,,Dead,Commonwealth Trust Limited,,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
637600,209189,Marcona Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"FINLEY & BOLOGNA INTERNATIONAL 150 S.E. 2nd Avenue Suite 1010 Maimi, Florida USA 33131 RT BVI",,09-NOV-1999,,,,Active,Commonwealth Trust Limited,351922,VGB;USA,British Virgin Islands;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
581868,143677,GLOBAL TEAM INVESTMENTS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-JUL-2003,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,552131,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
623411,209226,Worldwide Energy Logistics Limited,,,XXX,Undetermined,Standard Company under IBC Act,"Companies Plus Ltd. ** Please send all statements of account to REDACTED 122-126 Tooley Street

122-126 Tooley Street London SE1 2TU England",,24-NOV-1999,,,,Active,Commonwealth Trust Limited,353939,VGB;GBR,British Virgin Islands;United Kingdom,Offshore Leaks,The Offshore Leaks data is current through 2010,
654220,143711,EASTERN POWER DEVELOPMENT LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-SEP-2003,,,,Active,Portcullis Trustnet,558959,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
582849,143727,ZONG FU ENTERPRISES LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-AUG-1997,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,244625,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
639144,209273,New London International Inc.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,07-FEB-2000,,,01-NOV-2007,Dead,Commonwealth Trust Limited,367690,VGB;USA,British Virgin Islands;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
634425,209283,Madusa Holdings Corporation,,,XXX,Undetermined,Standard Company under IBC Act,"Avila Rodriguez Hernandez Mena & Ferri LLP 2525 Ponce de Leon Blvd. Penthouse 1225 Coral Gables, Florida 33134 RT BVI",,08-FEB-2000,,,,Active,Commonwealth Trust Limited,367908,VGB;USA,British Virgin Islands;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
661819,209297,Sterling Investment Holdings Ltd.,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,10-AUG-1994,,,01-MAY-1998,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
625012,209304,Integrated Waste Processors Holdings Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,21-JAN-2000,,,,Dead,Commonwealth Trust Limited,365226,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
633704,209320,Logos Group Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,,01-MAR-2000,,,01-NOV-2003,Dead,Commonwealth Trust Limited,372604,XXX;GBR,Not identified;United Kingdom,Offshore Leaks,The Offshore Leaks data is current through 2010,
596886,176554,JANNOCK LIMITED,,,SAM,Samoa,Standard International Company,Equity Chambers P.O. Box 3269 Apia SAMOA,,19-MAR-2008,,,,Active,Portcullis Trustnet,36960/08,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
577575,143790,UNIMAX GROUP LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,19-JUL-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,606755,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
661824,209327,Villayil International Corp.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,11-JAN-2000,,,,Dead,Commonwealth Trust Limited,362911,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
601438,176569,"HOWON INTERNATIONAL CO., LTD",,,SAM,Samoa,Standard International Company,Equity Chambers P.O. Box 3269 Apia SAMOA,,31-MAR-2008,,,,Active,Portcullis Trustnet,37177/08,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
573453,143811,Driving Force Ventures Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,28-OCT-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,621388,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
581593,143817,BILLION BUSINESS TECHNOLOGY LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,28-OCT-2004,,,,Active,Portcullis Trustnet,621394,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
639150,209364,"Greater Tokaido Holdings, Inc.",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,04-FEB-2000,,,,Dead,Commonwealth Trust Limited,367547,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
581969,143831,"INDONESIA INDUSTRIAL CO., LIMITED",,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,01-NOV-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,621677,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
661830,209368,Colin Bayfield International Inc.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,07-FEB-2000,,,01-NOV-2007,Dead,Commonwealth Trust Limited,367687,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
573456,143835,Oregon Worldwide Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,01-NOV-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,621667,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
572860,143836,Capital Diversified Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,01-NOV-2004,,,,Active,Portcullis Trustnet,621668,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
639321,209385,"Eventures Holdings, Inc",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,26-JAN-2000,,,,Dead,Commonwealth Trust Limited,365774,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
626837,209386,Bars - F Corp.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,31-JAN-2000,,,,Dead,Commonwealth Trust Limited,366462,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
625066,209387,Ikarus Consulting Corp.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,31-JAN-2000,,,01-NOV-2007,Dead,Commonwealth Trust Limited,366465,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
582882,143859,WISETIME ENTERPRISES LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,02-NOV-2004,,,,Active,Portcullis Trustnet,621999,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
581986,143885,GLOBALTEC INVESTMENT MANAGEMENT (BVI) CO. LTD,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-NOV-2004,,,,Active,Portcullis Trustnet,622567,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
572874,143887,LUCKY KING MANAGEMENT LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-NOV-2004,,,,Active,Portcullis Trustnet,622566,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
581640,143888,INBORN WIN INVESTMENT LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-NOV-2004,,,,Active,Portcullis Trustnet,622562,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
623642,209421,Halcyon International Investments Limited,,,XXX,Undetermined,,"NOVA Trust Group Oslo 24, 2993 LD P.O. Box 372, NL-2990 AJ Barendrecht The Nethelands",,25-APR-1996,,,,Dead,Commonwealth Trust Limited,,NLD;XXX,Netherlands;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
577745,143900,ALPHA TRINITY LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Offshore Incorporations Limited P.O. Box 957 Offshore Incorporations Centre Road Town, Tortola British Virgin Islands",,28-JUL-2004,,,,Active,Portcullis Trustnet,608430,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
581641,143901,Quick Solutions Holdings Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-NOV-2004,,,,Active,Portcullis Trustnet,622957,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
577793,143928,SUN LEADER LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-NOV-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,622844,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
601447,176706,GOLD JADE CONTINENT COMPANY LIMITED,,,SAM,Samoa,Standard International Company,Equity Chambers P.O. Box 3269 Apia SAMOA,,25-JUN-2008,,,,Active,Portcullis Trustnet,38239/08,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
582045,143940,WORLD VISION CONSULTANTS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-NOV-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,622846,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
573523,143941,K-PLUS HOLDINGS LTD,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,09-NOV-2004,,,,Active,Portcullis Trustnet,623325,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
633935,209479,Pacific Goldstar Limited,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,07-SEP-1994,,,01-MAY-1998,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
626964,209495,Spot Holdings Corporation,,,XXX,Undetermined,Standard Company under IBC Act,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,02-MAR-2000,,,,Dead,Commonwealth Trust Limited,372756,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
596899,176740,MISTY WIND CORPORATION,,,SAM,Samoa,Standard International Company,,,08-JUL-2008,,,,Active,Portcullis Trustnet,38443/08,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
601647,176741,RICH ROSE INVESTMENTS LTD,,,SAM,Samoa,Standard International Company,,,08-JUL-2008,,,,Active,Portcullis Trustnet,38444/08,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
626968,209514,"Sciences Group International, Inc.",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,29-FEB-2000,,,,Dead,Commonwealth Trust Limited,372316,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
596972,176752,"Standard Pharmaceutical Co., Ltd.",,,SAM,Samoa,Standard International Company,Equity Chambers P.O. Box 3269 Apia SAMOA,,14-JUL-2008,,,,Active,Portcullis Trustnet,38486/08,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
626969,209540,International Secure Virtual Offices Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,25-JAN-2000,,,01-NOV-2004,Dead,Commonwealth Trust Limited,365620,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
638001,209541,FBvS AG Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,LTAB International Inc. Villa Klippudden Klippuddsstigen 4 181 65 Lidingo Kingdom of Sweden NO DHL TO MGVS - ONLY USE FEDEX  RT BVI,,25-JAN-2000,,,02-AUG-2006,Dead,Commonwealth Trust Limited,365621,XXX;SWE,Not identified;Sweden,Offshore Leaks,The Offshore Leaks data is current through 2010,
583327,144034,"ALSTON UNIVERSITY, INCORPORATED",,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,25-NOV-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,626348,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
623689,209586,Hamco Corporation,,,XXX,Undetermined,Standard Company under IBC Act,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,02-MAR-2000,,,,Dead,Commonwealth Trust Limited,372757,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
583331,144061,Quality Standard Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,26-NOV-2004,,,,Active,Portcullis Trustnet,626917,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
625305,209600,Rich United Group Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"Sealight Incorporations Limited Room 1201, Connaught Commercial Building 185 Wanchai Road Wanchai, Hong Kong RT BVI",,26-APR-2000,,,,Active,Commonwealth Trust Limited,384528,VGB;HKG,British Virgin Islands;Hong Kong,Offshore Leaks,The Offshore Leaks data is current through 2010,
573547,144070,Anderson Commercial Property Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,30-NOV-2004,,,,Active,Portcullis Trustnet,627311,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
583397,144074,Profit Kingdom Assets Management Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,30-NOV-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,627313,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
573549,144081,DT Brothers Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,24-NOV-2000,,,,Active,Portcullis Trustnet,418547,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
578819,144082,Emphatec (Far East) Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,01-DEC-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,627468,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
661875,209667,Ace Global Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,17-MAY-2000,,,01-NOV-2004,Dead,Commonwealth Trust Limited,388117,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
610812,176901,PREMIER SUCCESS HOLDINGS LTD.,,,SAM,Samoa,Standard International Company,Equity Chambers P.O. Box 3269 Apia SAMOA,,06-JAN-2009,,,,Active,Portcullis Trustnet,40116/09,WSM,Samoa,Offshore Leaks,The Offshore Leaks data is current through 2010,
623777,209672,Odyssey Financial Holdings Limited,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,20-MAY-1996,,,,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
654266,144140,Dansay Holdings Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,09-MAY-1996,,,,Active,Portcullis Trustnet,184962,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
639474,209699,Inverco Financial (BVI) Corporation,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,18-APR-2000,,,,Dead,Commonwealth Trust Limited,383151,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
634015,209728,Syclamen Holdings Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,Ran Gazit,,14-MAR-2000,,,01-NOV-2002,Dead,Commonwealth Trust Limited,374889,XXX,Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
639591,209732,"Dragon Top, Inc.",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,26-APR-2000,,,01-NOV-2002,Dead,Commonwealth Trust Limited,384492,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
634858,209741,"China International Investment Group Co., Ltd.",,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,02-MAY-1996,,,,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
578000,144215,Bandan Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;6 Temasek Boulevard #09-06 Suntec Tower 4 Singapore 038986",,13-MAY-1996,,,,Active,Portcullis Trustnet,185252,SGP;VGB,Singapore;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
634055,209753,Vanderbilt Capital Holdings Limited,,,XXX,Undetermined,Standard Company under IBC Act,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,09-MAR-2000,,,01-NOV-2002,Dead,Commonwealth Trust Limited,374412,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
582176,144228,LGG Holdings Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,25-SEP-1998,,,,Active,Portcullis Trustnet,295591,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
